"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 08:57:18 GMT 2024","Sun Nov 17 08:57:19 GMT 2024","423","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 08:58:39 GMT 2024","Sun Nov 17 08:58:39 GMT 2024","103","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 08:58:37 GMT 2024","Sun Nov 17 08:58:38 GMT 2024","108","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 08:57:26 GMT 2024","Sun Nov 17 08:57:26 GMT 2024","200","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Nov 17 08:57:08 GMT 2024","Sun Nov 17 08:57:09 GMT 2024","342","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 08:57:43 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","90","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 08:58:16 GMT 2024","Sun Nov 17 08:58:17 GMT 2024","237","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 08:58:21 GMT 2024","Sun Nov 17 08:58:21 GMT 2024","94","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 08:59:03 GMT 2024","Sun Nov 17 08:59:03 GMT 2024","78","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 08:58:22 GMT 2024","Sun Nov 17 08:58:22 GMT 2024","93","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 08:58:33 GMT 2024","Sun Nov 17 08:58:33 GMT 2024","163","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 08:58:44 GMT 2024","Sun Nov 17 08:58:44 GMT 2024","291","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Nov 17 08:57:52 GMT 2024","Sun Nov 17 08:57:52 GMT 2024","88","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Nov 17 08:59:03 GMT 2024","Sun Nov 17 08:59:03 GMT 2024","94","Window","","","","","cy.document() - get the document object",""
"passed","Sun Nov 17 08:58:44 GMT 2024","Sun Nov 17 08:58:44 GMT 2024","194","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 08:57:32 GMT 2024","Sun Nov 17 08:57:32 GMT 2024","459","Aliasing","","","","",".as() - alias a DOM element for later use",""
"passed","Sun Nov 17 08:58:34 GMT 2024","Sun Nov 17 08:58:34 GMT 2024","162","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 08:58:39 GMT 2024","Sun Nov 17 08:58:39 GMT 2024","106","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 08:57:43 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","97","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 08:57:19 GMT 2024","Sun Nov 17 08:57:19 GMT 2024","500","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 08:57:23 GMT 2024","Sun Nov 17 08:57:24 GMT 2024","782","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 08:58:26 GMT 2024","Sun Nov 17 08:58:28 GMT 2024","2520","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 08:57:48 GMT 2024","Sun Nov 17 08:57:48 GMT 2024","183","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Sun Nov 17 08:57:51 GMT 2024","Sun Nov 17 08:57:52 GMT 2024","216","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 08:57:36 GMT 2024","Sun Nov 17 08:57:37 GMT 2024","98","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 08:58:37 GMT 2024","Sun Nov 17 08:58:37 GMT 2024","228","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Nov 17 08:57:57 GMT 2024","Sun Nov 17 08:57:57 GMT 2024","106","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 08:57:36 GMT 2024","Sun Nov 17 08:57:36 GMT 2024","100","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Nov 17 08:58:29 GMT 2024","Sun Nov 17 08:58:29 GMT 2024","20","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 08:57:37 GMT 2024","Sun Nov 17 08:57:37 GMT 2024","94","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Nov 17 08:57:25 GMT 2024","Sun Nov 17 08:57:25 GMT 2024","160","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 08:58:01 GMT 2024","Sun Nov 17 08:58:01 GMT 2024","82","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Nov 17 08:58:17 GMT 2024","Sun Nov 17 08:58:17 GMT 2024","853","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 08:57:56 GMT 2024","Sun Nov 17 08:57:57 GMT 2024","326","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 08:58:01 GMT 2024","Sun Nov 17 08:58:01 GMT 2024","89","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 08:58:29 GMT 2024","Sun Nov 17 08:58:29 GMT 2024","15","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Nov 17 08:58:39 GMT 2024","Sun Nov 17 08:58:39 GMT 2024","105","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Nov 17 08:57:09 GMT 2024","Sun Nov 17 08:57:10 GMT 2024","265","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Nov 17 08:57:10 GMT 2024","Sun Nov 17 08:57:10 GMT 2024","244","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 08:58:10 GMT 2024","Sun Nov 17 08:58:11 GMT 2024","852","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 08:57:37 GMT 2024","Sun Nov 17 08:57:37 GMT 2024","101","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 08:58:26 GMT 2024","Sun Nov 17 08:58:26 GMT 2024","208","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 08:58:38 GMT 2024","Sun Nov 17 08:58:38 GMT 2024","106","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 08:58:44 GMT 2024","Sun Nov 17 08:58:46 GMT 2024","1153","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Nov 17 08:58:55 GMT 2024","Sun Nov 17 08:58:59 GMT 2024","4388","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 08:57:48 GMT 2024","Sun Nov 17 08:57:48 GMT 2024","184","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 08:58:29 GMT 2024","Sun Nov 17 08:58:29 GMT 2024","243","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 08:57:14 GMT 2024","Sun Nov 17 08:57:18 GMT 2024","3708","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Nov 17 08:57:24 GMT 2024","Sun Nov 17 08:57:25 GMT 2024","908","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 08:58:38 GMT 2024","Sun Nov 17 08:58:38 GMT 2024","113","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Nov 17 08:58:33 GMT 2024","Sun Nov 17 08:58:34 GMT 2024","158","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Nov 17 08:58:38 GMT 2024","Sun Nov 17 08:58:38 GMT 2024","106","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Nov 17 08:58:44 GMT 2024","Sun Nov 17 08:58:44 GMT 2024","175","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 08:57:26 GMT 2024","Sun Nov 17 08:57:28 GMT 2024","2139","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 08:58:29 GMT 2024","Sun Nov 17 08:58:29 GMT 2024","177","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 08:57:36 GMT 2024","Sun Nov 17 08:57:36 GMT 2024","97","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 08:57:37 GMT 2024","Sun Nov 17 08:57:39 GMT 2024","1579","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 08:57:43 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","103","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 08:57:53 GMT 2024","Sun Nov 17 08:57:53 GMT 2024","88","Cypress APIs","Cypress.platform","","","","Get underlying OS name",""
"passed","Sun Nov 17 08:58:15 GMT 2024","Sun Nov 17 08:58:16 GMT 2024","231","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Nov 17 08:58:38 GMT 2024","Sun Nov 17 08:58:39 GMT 2024","107","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 08:57:32 GMT 2024","Sun Nov 17 08:57:32 GMT 2024","336","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 08:57:42 GMT 2024","Sun Nov 17 08:57:42 GMT 2024","221","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Nov 17 08:57:47 GMT 2024","Sun Nov 17 08:57:47 GMT 2024","194","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 08:57:47 GMT 2024","Sun Nov 17 08:57:47 GMT 2024","310","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 08:58:33 GMT 2024","Sun Nov 17 08:58:33 GMT 2024","163","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 08:57:52 GMT 2024","Sun Nov 17 08:57:52 GMT 2024","105","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Sun Nov 17 08:57:53 GMT 2024","Sun Nov 17 08:57:53 GMT 2024","91","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 08:58:40 GMT 2024","Sun Nov 17 08:58:40 GMT 2024","102","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Nov 17 08:58:39 GMT 2024","Sun Nov 17 08:58:39 GMT 2024","102","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 08:57:22 GMT 2024","Sun Nov 17 08:57:23 GMT 2024","775","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 08:57:19 GMT 2024","Sun Nov 17 08:57:20 GMT 2024","409","Actions","","","","",".submit() - submit a form",""
"passed","Sun Nov 17 08:58:38 GMT 2024","Sun Nov 17 08:58:38 GMT 2024","106","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 08:58:28 GMT 2024","Sun Nov 17 08:58:29 GMT 2024","87","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 08:58:39 GMT 2024","Sun Nov 17 08:58:40 GMT 2024","111","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Nov 17 08:57:57 GMT 2024","Sun Nov 17 08:57:57 GMT 2024","90","Files","","","","","cy.fixture() or require - load a fixture",""
