"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 11:53:21 GMT 2024","Sun Nov 17 11:53:21 GMT 2024","92","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 11:53:58 GMT 2024","Sun Nov 17 11:53:58 GMT 2024","177","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 11:52:54 GMT 2024","Sun Nov 17 11:52:56 GMT 2024","2159","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 11:53:05 GMT 2024","Sun Nov 17 11:53:05 GMT 2024","105","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Nov 17 11:54:02 GMT 2024","Sun Nov 17 11:54:02 GMT 2024","177","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 11:53:16 GMT 2024","Sun Nov 17 11:53:16 GMT 2024","121","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 11:53:21 GMT 2024","Sun Nov 17 11:53:21 GMT 2024","80","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 11:53:51 GMT 2024","Sun Nov 17 11:53:51 GMT 2024","604","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 11:54:08 GMT 2024","Sun Nov 17 11:54:08 GMT 2024","108","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 11:53:40 GMT 2024","Sun Nov 17 11:53:40 GMT 2024","414","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 11:53:20 GMT 2024","Sun Nov 17 11:53:21 GMT 2024","228","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 11:52:38 GMT 2024","Sun Nov 17 11:52:38 GMT 2024","394","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 11:53:35 GMT 2024","Sun Nov 17 11:53:36 GMT 2024","955","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 11:52:47 GMT 2024","Sun Nov 17 11:52:47 GMT 2024","415","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 11:54:08 GMT 2024","Sun Nov 17 11:54:08 GMT 2024","111","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 11:53:17 GMT 2024","Sun Nov 17 11:53:17 GMT 2024","186","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 11:53:21 GMT 2024","Sun Nov 17 11:53:21 GMT 2024","112","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 11:54:08 GMT 2024","Sun Nov 17 11:54:08 GMT 2024","111","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 11:53:29 GMT 2024","Sun Nov 17 11:53:29 GMT 2024","208","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 11:54:14 GMT 2024","Sun Nov 17 11:54:14 GMT 2024","86","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 11:53:04 GMT 2024","Sun Nov 17 11:53:05 GMT 2024","103","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 11:53:04 GMT 2024","Sun Nov 17 11:53:04 GMT 2024","116","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 11:54:09 GMT 2024","Sun Nov 17 11:54:09 GMT 2024","103","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 11:53:00 GMT 2024","Sun Nov 17 11:53:01 GMT 2024","383","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 11:54:10 GMT 2024","Sun Nov 17 11:54:10 GMT 2024","107","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Nov 17 11:53:58 GMT 2024","Sun Nov 17 11:53:58 GMT 2024","96","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 11:54:33 GMT 2024","Sun Nov 17 11:54:34 GMT 2024","80","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 11:53:26 GMT 2024","Sun Nov 17 11:53:26 GMT 2024","204","Files","","","","","cy.writeFile() - write to a file",""
"passed","Sun Nov 17 11:54:07 GMT 2024","Sun Nov 17 11:54:08 GMT 2024","107","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 11:53:21 GMT 2024","Sun Nov 17 11:53:21 GMT 2024","92","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 11:53:16 GMT 2024","Sun Nov 17 11:53:16 GMT 2024","204","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 11:52:51 GMT 2024","Sun Nov 17 11:52:51 GMT 2024","214","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 11:53:05 GMT 2024","Sun Nov 17 11:53:05 GMT 2024","107","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 11:54:02 GMT 2024","Sun Nov 17 11:54:03 GMT 2024","187","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 11:54:09 GMT 2024","Sun Nov 17 11:54:09 GMT 2024","106","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 11:53:21 GMT 2024","Sun Nov 17 11:53:21 GMT 2024","99","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Sun Nov 17 11:53:40 GMT 2024","Sun Nov 17 11:53:41 GMT 2024","343","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Nov 17 11:53:12 GMT 2024","Sun Nov 17 11:53:12 GMT 2024","97","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 11:53:15 GMT 2024","Sun Nov 17 11:53:16 GMT 2024","308","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 11:54:08 GMT 2024","Sun Nov 17 11:54:09 GMT 2024","114","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 11:53:50 GMT 2024","Sun Nov 17 11:53:50 GMT 2024","254","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Nov 17 11:54:14 GMT 2024","Sun Nov 17 11:54:14 GMT 2024","184","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 11:54:09 GMT 2024","Sun Nov 17 11:54:09 GMT 2024","110","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 11:52:47 GMT 2024","Sun Nov 17 11:52:47 GMT 2024","158","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 11:53:11 GMT 2024","Sun Nov 17 11:53:11 GMT 2024","97","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 11:53:46 GMT 2024","Sun Nov 17 11:53:46 GMT 2024","230","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 11:52:53 GMT 2024","Sun Nov 17 11:52:54 GMT 2024","908","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 11:52:48 GMT 2024","Sun Nov 17 11:52:50 GMT 2024","1864","Actions","","","","",".click() - click on a DOM element",""
"passed","Sun Nov 17 11:53:34 GMT 2024","Sun Nov 17 11:53:34 GMT 2024","266","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 11:53:44 GMT 2024","Sun Nov 17 11:53:45 GMT 2024","384","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 11:52:52 GMT 2024","Sun Nov 17 11:52:53 GMT 2024","790","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 11:52:39 GMT 2024","Sun Nov 17 11:52:39 GMT 2024","246","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 11:54:37 GMT 2024","Sun Nov 17 11:54:39 GMT 2024","1845","Localstack login tests","","","","","should successfully login",""
"passed","Sun Nov 17 11:53:55 GMT 2024","Sun Nov 17 11:53:55 GMT 2024","217","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 11:53:16 GMT 2024","Sun Nov 17 11:53:16 GMT 2024","132","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
